Combined:Interactions,count
KCNJ4->INDUCES,1
ARL2BP->UNCLEAR,1
SNRPA1->INDUCES,1
HLA-DQB1->INDUCES,1
PPP1R1A->INDUCES,1
SULT2B1->INDUCES,1
ATP6V0A2->DISRUPTS,1
IPCEF1->INDUCES,1
RFC1->DISRUPTS,1
PTPRZ1->REGULATES,1
MYO1B->DISRUPTS,1
ACTR3B->DISRUPTS,1
REPS2->DISRUPTS,1
MGAT5->INDUCES,1
CRKL->DISRUPTS,1
RPS28->INDUCES,1
FZD3->UNCLEAR,1
FZD2->UNCLEAR,1
TBK1->DISRUPTS,1
STK19->REGULATES,1
SH2D2A->INDUCES,1
GNB2->DISRUPTS,1
KIF20A->DISRUPTS,1
TUT1->INDUCES,1
AZIN2->INDUCES,1
CLCC1->INDUCES,1
AMPD2->INDUCES,1
AP1AR->DISRUPTS,1
LIMA1->UNCLEAR,1
CPEB1->INDUCES,1
BORA->DISRUPTS,1
STX3->DISRUPTS,1
IRS2->UNCLEAR,1
UBE2W->NOT_REPORTED,1
TNFRSF9->INDUCES,1
RASD1->DISRUPTS,1
CTCF->DISRUPTS,1
CHD1->DISRUPTS,1
CTIF->INDUCES,1
ACTR3->DISRUPTS,1
CD3E->DISRUPTS,1
PDE4DIP->INDUCES,1
HTR2A->DISRUPTS,1
SMN1->INDUCES,1
RFX7->UNCLEAR,1
RFX5->UNCLEAR,1
HDAC9->UNCLEAR,1
HDAC5->UNCLEAR,1
HDAC4->UNCLEAR,1
UPF2->DISRUPTS,1
CTIF->DISRUPTS,1
SUDS3->INDUCES,1
UBA52->DISRUPTS,1
PPP1R13B->DISRUPTS,1
MEN1->DISRUPTS,1
FBXL2->DISRUPTS,1
CDKL2->REGULATES,1
HUS1B->INDUCES,1
TLK1->INDUCES,1
TBC1D20->DISRUPTS,1
RILPL2->INDUCES,1
PPP1R12B->INDUCES,1
ARPC2->DISRUPTS,1
ARPC4->DISRUPTS,1
FKBPL->INDUCES,1
SMTNL2->INDUCES,1
VRK3->REGULATES,1
LTB4R->INDUCES,1
CDK5RAP3->DISRUPTS,1
SSH3->REGULATES,1
DNM1->DISRUPTS,1
MPG->INDUCES,1
TAF9->INDUCES,1
CD36->DISRUPTS,1
CUL2->INDUCES,1
SETD6->INDUCES,1
NUP88->INDUCES,1
NUP35->INDUCES,1
NUP214->INDUCES,1
NUP155->INDUCES,1
PPM1K->REGULATES,1
AREL1->INDUCES,1
RNASEH2B->INDUCES,1
ARPC3->DISRUPTS,1
ACTR2->DISRUPTS,1
IFNLR1->INDUCES,1
CDK15->REGULATES,1
CAP1->DISRUPTS,1
TFAP2B->INDUCES,1
NRK->REGULATES,1
PDXP->REGULATES,1
SSH2->REGULATES,1
LIN52->INDUCES,1
PVR->DISRUPTS,1
NAPSA->DISRUPTS,1
OGA->DISRUPTS,1
CUL3->DISRUPTS,1
RAB27A->DISRUPTS,1
PIK3R1->REGULATES,1
IDH2->DISRUPTS,1
PALLD->INDUCES,1
TOMM20->DISRUPTS,1
RDH5->INDUCES,1
GTF3C1->INDUCES,1
POLR3A->DISRUPTS,1
BPTF->DISRUPTS,1
CHRNA5->INDUCES,1
CHRNA3->INDUCES,1
CHRNA2->INDUCES,1
NMRK1->INDUCES,1
EEF1G->INDUCES,1
RPSA2->INDUCES,1
MAGT1->INDUCES,1
TUSC3->INDUCES,1
DDX6->DISRUPTS,1
DCP1B->DISRUPTS,1
DCP1A->DISRUPTS,1
NDRG2->INDUCES,1
IL17RB->INDUCES,1
GM2A->INDUCES,1
TOP3A->DISRUPTS,1
MLH1->UNCLEAR,1
PPP1R26->INDUCES,1
POMZP3->INDUCES,1
TRIP10->DISRUPTS,1
FNBP1L->INDUCES,1
PLK1->DISRUPTS,1
CHFR->DISRUPTS,1
RNASEH2C->INDUCES,1
MAGI1->DISRUPTS,1
OXSM->INDUCES,1
NDUFB4->INDUCES,1
NDUFB2->INDUCES,1
PPP5C->DISRUPTS,1
UBE2F->UNCLEAR,1
TSC1->DISRUPTS,1
MAPK12->INDUCES,1
TAF4->DISRUPTS,1
EIF3L->DISRUPTS,1
POLR1B->DISRUPTS,1
TAF1C->DISRUPTS,1
FKBP4->DISRUPTS,1
ELK1->DISRUPTS,1
CAPN2->DISRUPTS,1
SP100->INDUCES,1
CFAP100->DISRUPTS,1
RALGDS->INDUCES,1
TRIB2->REGULATES,1
TRIM35->DISRUPTS,1
STRAP->DISRUPTS,1
PTPN1->DISRUPTS,1
GCHFR->INDUCES,1
FAAP24->INDUCES,1
LAMA1->DISRUPTS,1
MUC1->DISRUPTS,1
NF1->DISRUPTS,1
RAD23A->DISRUPTS,1
GOLM1->INDUCES,1
TRIP11->INDUCES,1
EYA4->INDUCES,1
ARNT->DISRUPTS,1
MTA3->DISRUPTS,1
MTA1->DISRUPTS,1
DOCK8->INDUCES,1
CELF1->INDUCES,1
THAP12->REGULATES,1
DVL1P1->DISRUPTS,1
TRPC6->DISRUPTS,1
MAP3K9->REGULATES,1
SRSF2->DISRUPTS,1
VPS33B->DISRUPTS,1
KDM2B->DISRUPTS,1
UBR1->DISRUPTS,1
ITGB1->DISRUPTS,1
DGKA->DISRUPTS,1
GCHFR->DISRUPTS,1
SPATA16->INDUCES,1
SOSTDC1->INDUCES,1
HECTD2->INDUCES,1
TUBB2B->INDUCES,1
CDK8->INDUCES,1
TGFBR1->INDUCES,1
ACVR1->DISRUPTS,1
RANBP9->DISRUPTS,1
DAPK2->DISRUPTS,1
CAMK1->DISRUPTS,1
DAPK2->INDUCES,1
TNNT1->DISRUPTS,1
KLHL17->INDUCES,1
KLHL17->DISRUPTS,1
WDR83->INDUCES,1
POLR2A->DISRUPTS,1
IKBKG->REGULATES,1
SEC31A->DISRUPTS,1
ANXA13->INDUCES,1
DDN->INDUCES,1
SAV1->DISRUPTS,1
TRAP1->DISRUPTS,1
HSP90B2P->DISRUPTS,1
SCAI->INDUCES,1
STX17->INDUCES,1
KAT8->INDUCES,1
PDPK1->DISRUPTS,1
NAPA->DISRUPTS,1
TTN->REGULATES,1
CDK3->DISRUPTS,1
CXCR4->DISRUPTS,1
ZYX->DISRUPTS,1
ROR1->REGULATES,1
LPP->DISRUPTS,1
RRN3->INDUCES,1
PHC1->DISRUPTS,1
CBX8->DISRUPTS,1
FBXO15->DISRUPTS,1
AGTRAP->DISRUPTS,1
PEX10->INDUCES,1
PJA2->INDUCES,1
IRF9->INDUCES,1
STAT1->DISRUPTS,1
TGFB1I1->DISRUPTS,1
MYL5->INDUCES,1
DBN1->INDUCES,1
PRIM2->INDUCES,1
SERPINE1->DISRUPTS,1
SNX17->DISRUPTS,1
GULP1->UNCLEAR,1
PTPRR->REGULATES,1
SEM1->INDUCES,1
MOSPD2->INDUCES,1
AP2A1->NOT_REPORTED,1
WDR4->INDUCES,1
JAK2->NOT_REPORTED,1
CHD4->DISRUPTS,1
VAPB->DISRUPTS,1
AQP2->INDUCES,1
TNFRSF25->DISRUPTS,1
TNFRSF1B->DISRUPTS,1
CAMTA2->INDUCES,1
MEF2D->DISRUPTS,1
CDC14A->UNCLEAR,1
PIK3C3->NOT_REPORTED,1
RUBCN->DISRUPTS,1
CSNK1G2->UNCLEAR,1
PTPRD->REGULATES,1
PIAS3->INDUCES,1
IL6ST->DISRUPTS,1
STAT5A->DISRUPTS,1
PSMC5->INDUCES,1
DSP->DISRUPTS,1
AMH->INDUCES,1
IGFBP1->INDUCES,1
NCOA3->DISRUPTS,1
CPNE3->INDUCES,1
MEMO1->INDUCES,1
PFKFB3->REGULATES,1
MARCKSL1->INDUCES,1
KHDRBS1->DISRUPTS,1
FRS2->UNCLEAR,1
NUP214->DISRUPTS,1
RTEL1->DISRUPTS,1
ZNRF2->INDUCES,1
CHMP1B->INDUCES,1
CBLL1->DISRUPTS,1
CYC1->DISRUPTS,1
CTNND1->DISRUPTS,1
ARL2->UNCLEAR,1
BTK->NOT_REPORTED,1
GPR50->INDUCES,1
MYH14->INDUCES,1
TPT1->INDUCES,1
LIN9->DISRUPTS,1
LIN54->DISRUPTS,1
ITGB2->NOT_REPORTED,1
KAT5->DISRUPTS,1
VPS39->DISRUPTS,1
VPS41->DISRUPTS,1
GLS->DISRUPTS,1
RACGAP1->DISRUPTS,1
MYC->NOT_REPORTED,1
ATP2A1->INDUCES,1
ATG5->DISRUPTS,1
ASB8->INDUCES,1
CSNK1A1L->REGULATES,1
STK39->DISRUPTS,1
PLEKHG6->DISRUPTS,1
OXSR1->DISRUPTS,1
SREBF1->DISRUPTS,1
TNIP3->INDUCES,1
RRAGC->DISRUPTS,1
IL22RA1->INDUCES,1
RAPGEF1->DISRUPTS,1
PAX1->DISRUPTS,1
TPI1->DISRUPTS,1
SURF1->INDUCES,1
CDKN2A->INDUCES,1
UBE2D2->INDUCES,1
LLGL1->DISRUPTS,1
CD300LF->INDUCES,1
VPS4A->UNCLEAR,1
MITD1->UNCLEAR,1
SH3BP2->INDUCES,1
EXOC6->INDUCES,1
NBR1->DISRUPTS,1
FYCO1->DISRUPTS,1
G3BP2->UNCLEAR,1
G3BP1->UNCLEAR,1
GNAT3->INDUCES,1
PTPN12->DISRUPTS,1
CKB->REGULATES,1
FZD4->UNCLEAR,1
FZD7->UNCLEAR,1
SLC17A1->INDUCES,1
TRIM55->INDUCES,1
EMILIN2->INDUCES,1
CENPC->DISRUPTS,1
HJURP->DISRUPTS,1
KIF1A->DISRUPTS,1
DNMT3A->DISRUPTS,1
MC5R->INDUCES,1
PFKP->REGULATES,1
BMP5->INDUCES,1
NTRK1->INDUCES,1
ANKRA2->DISRUPTS,1
DCUN1D3->UNCLEAR,1
GIPC1->DISRUPTS,1
EPS15->DISRUPTS,1
DROSHA->DISRUPTS,1
ADRM1->INDUCES,1
CERT1->REGULATES,1
KLHL11->INDUCES,1
PTPRU->REGULATES,1
XRCC4->DISRUPTS,1
NEK5->REGULATES,1
IDH1->INDUCES,1
WNT7A->INDUCES,1
TSSK4->INDUCES,1
LTK->REGULATES,1
MUC13->INDUCES,1
RGS13->INDUCES,1
CAND1->INDUCES,1
EPM2A->REGULATES,1
DPYSL2->DISRUPTS,1
MYO5B->INDUCES,1
MRE11->REGULATES,1
MCU->DISRUPTS,1
PRDM16->INDUCES,1
DHODH->INDUCES,1
AK2->REGULATES,1
CHMP3->INDUCES,1
SNX18->DISRUPTS,1
TICAM1->DISRUPTS,1
OSCP1->INDUCES,1
GGN->INDUCES,1
GNAS->INDUCES,1
GNAI3->DISRUPTS,1
GNAI1->DISRUPTS,1
NME5->INDUCES,1
MSH6->DISRUPTS,1
USP33->INDUCES,1
ABCG8->INDUCES,1
TUBB1->INDUCES,1
TUBB1->DISRUPTS,1
SAP30L->INDUCES,1
TSSK4->REGULATES,1
NR4A1->INDUCES,1
CTSV->INDUCES,1
ERBIN->UNCLEAR,1
IPO11->DISRUPTS,1
ARHGAP35->DISRUPTS,1
CDT1->INDUCES,1
DNM2->UNCLEAR,1
MPP1->UNCLEAR,1
SNIP1->DISRUPTS,1
EXOC8->DISRUPTS,1
CTDNEP1->REGULATES,1
S100A13->INDUCES,1
NAT14->DISRUPTS,1
IL33->INDUCES,1
FGF12->INDUCES,1
MTO1->INDUCES,1
CCR4->INDUCES,1
THRB->DISRUPTS,1
RARG->DISRUPTS,1
PPARG->DISRUPTS,1
USP8->UNCLEAR,1
RAVER1->UNCLEAR,1
MAP4K1->UNCLEAR,1
GAREM1->UNCLEAR,1
GFPT1->INDUCES,1
ERCC2->DISRUPTS,1
FKBP1A->INDUCES,1
PLA2G10->INDUCES,1
CRTC2->NOT_REPORTED,1
CCL22->INDUCES,1
VEGFC->UNCLEAR,1
VEGFA->UNCLEAR,1
MAST2->DISRUPTS,1
MAGI2->INDUCES,1
SDCBP2->DISRUPTS,1
SDCBP->DISRUPTS,1
PIK3R1->NOT_REPORTED,1
NFKBIA->INDUCES,1
PDCD6IP->INDUCES,1
LIFR->DISRUPTS,1
IFNAR2->DISRUPTS,1
DUX4->INDUCES,1
PRKACA->DISRUPTS,1
FSTL3->INDUCES,1
CASQ2->INDUCES,1
KEAP1->DISRUPTS,1
HMOX1->DISRUPTS,1
WAS->DISRUPTS,1
IRF3->DISRUPTS,1
IFIH1->INDUCES,1
RIOK3->REGULATES,1
GLP2R->INDUCES,1
CXCL10->INDUCES,1
MAP4K5->REGULATES,1
PI3->INDUCES,1
SLC22A12->INDUCES,1
BMAL1->DISRUPTS,1
HTT->INDUCES,1
CUL4B->DISRUPTS,1
CENPQ->INDUCES,1
GRIA1->DISRUPTS,1
SLBP->DISRUPTS,1
ARL13B->INDUCES,1
PPM1A->DISRUPTS,1
SF1->INDUCES,1
KAT2A->DISRUPTS,1
CSTA->DISRUPTS,1
NANOS1->DISRUPTS,1
METTL3->INDUCES,1
CASP1->INDUCES,1
ALPK1->REGULATES,1
HSP90B1->DISRUPTS,1
COL8A2->INDUCES,1
JPH2->INDUCES,1
SPTBN4->INDUCES,1
FDXR->INDUCES,1
OCRL->DISRUPTS,1
TRIM56->INDUCES,1
MAP3K21->REGULATES,1
FBXL6->INDUCES,1
INKA2->UNCLEAR,1
PRPS2->INDUCES,1
FOXK2->INDUCES,1
CENPT->INDUCES,1
EIF4G1->DISRUPTS,1
CALY->INDUCES,1
BMP8A->INDUCES,1
HSP90AB1->DISRUPTS,1
PACS2->INDUCES,1
PNPLA2->DISRUPTS,1
RIOK1->REGULATES,1
ZNF598->UNCLEAR,1
UBASH3B->UNCLEAR,1
TTN->UNCLEAR,1
TRAF7->UNCLEAR,1
STAT1->UNCLEAR,1
SECISBP2L->UNCLEAR,1
RET->UNCLEAR,1
PTPMT1->UNCLEAR,1
NPHS1->UNCLEAR,1
LAT2->UNCLEAR,1
FCGR2B->UNCLEAR,1
EPS15L1->UNCLEAR,1
COL11A2->UNCLEAR,1
CD84->UNCLEAR,1
CD22->UNCLEAR,1
AOC2->UNCLEAR,1
MYT1->REGULATES,1
FOXK1->INDUCES,1
PRDM16->DISRUPTS,1
UBE2D3->DISRUPTS,1
STAG2->INDUCES,1
PMEPA1->INDUCES,1
HDAC2->DISRUPTS,1
EPHB3->REGULATES,1
ATP1A1->NOT_REPORTED,1
UBR5->DISRUPTS,1
CLK3->REGULATES,1
TNFRSF10D->INDUCES,1
PABPC1->DISRUPTS,1
RREB1->INDUCES,1
MACROH2A1->INDUCES,1
NEK9->DISRUPTS,1
PIK3CB->REGULATES,1
CLDN19->INDUCES,1
REG3G->DISRUPTS,1
ATR->DISRUPTS,1
MON1A->DISRUPTS,1
GDI1->DISRUPTS,1
RILP->INDUCES,1
RUVBL2->INDUCES,1
PPP2CB->DISRUPTS,1
KSR1->REGULATES,1
DCLK1->REGULATES,1
UBA1->DISRUPTS,1
CAB39->DISRUPTS,1
ALG1->INDUCES,1
GORASP1->DISRUPTS,1
UTRN->DISRUPTS,1
FYN->UNCLEAR,1
SGCZ->INDUCES,1
CDC25C->DISRUPTS,1
CDC25C->REGULATES,1
ARHGDIA->DISRUPTS,1
RTKN->DISRUPTS,1
ROCK2->DISRUPTS,1
PKN2->DISRUPTS,1
DIAPH1->DISRUPTS,1
DAAM1->DISRUPTS,1
NDUFAF4->INDUCES,1
PRKAR2A->REGULATES,1
CCNB1->DISRUPTS,1
CCNA1->DISRUPTS,1
WEE2->REGULATES,1
ABHD5->DISRUPTS,1
LEF1->INDUCES,1
TCF7L2->NOT_REPORTED,1
PMVK->REGULATES,1
DUSP23->REGULATES,1
CDH17->INDUCES,1
DLGAP5->INDUCES,1
IGF2R->DISRUPTS,1
STAT5B->INDUCES,1
FOS->NOT_REPORTED,1
RPS2->INDUCES,1
MED15->INDUCES,1
COL8A1->INDUCES,1
IFITM1->INDUCES,1
FCGR3A->REGULATES,1
ZAP70->DISRUPTS,1
PLCG1->DISRUPTS,1
LAT->DISRUPTS,1
ATP5PB->DISRUPTS,1
ATP5F1A->DISRUPTS,1
RAB27A->NOT_REPORTED,1
AP3M2->INDUCES,1
PRMT5->INDUCES,1
NR5A2->NOT_REPORTED,1
BRME1->INDUCES,1
SP2->INDUCES,1
GMEB1->INDUCES,1
TACC3->INDUCES,1
RLIM->DISRUPTS,1
NEIL1->DISRUPTS,1
IFNL1->INDUCES,1
RBPJ->DISRUPTS,1
H2AZ1->INDUCES,1
SLC1A2->INDUCES,1
TRIM28->DISRUPTS,1
UBE2S->DISRUPTS,1
PRKACG->INDUCES,1
H3-4->INDUCES,1
RNF152->DISRUPTS,1
CACNA1C->DISRUPTS,1
MEOX2->INDUCES,1
SEC16A->INDUCES,1
SEC13->INDUCES,1
FBXW5->DISRUPTS,1
APBA2->INDUCES,1
SNX2->DISRUPTS,1
SNX1->DISRUPTS,1
PIK3CD->REGULATES,1
SOCS7->INDUCES,1
CSTF2->INDUCES,1
PARK7->INDUCES,1
TNFSF9->INDUCES,1
PUF60->UNCLEAR,1
ZRANB2->REGULATES,1
CLDN7->DISRUPTS,1
PYM1->INDUCES,1
ST7->INDUCES,1
LDHA->INDUCES,1
TGFBR3->DISRUPTS,1
PRDX1->INDUCES,1
BUB3->DISRUPTS,1
MLKL->REGULATES,1
HTR1B->INDUCES,1
LAMTOR5->INDUCES,1
TNFRSF6B->INDUCES,1
DLK1->DISRUPTS,1
GNA13->DISRUPTS,1
MAP3K12->DISRUPTS,1
EBP->INDUCES,1
TSPAN1->INDUCES,1
SYK->DISRUPTS,1
FRS2->DISRUPTS,1
RNASE1->INDUCES,1
RNASE2->INDUCES,1
DYNLT1->DISRUPTS,1
NREP->DISRUPTS,1
MIA->DISRUPTS,1
SNAP25->DISRUPTS,1
CLTRN->INDUCES,1
SPRR3->INDUCES,1
RNF125->INDUCES,1
SEMA4C->DISRUPTS,1
PTH1R->DISRUPTS,1
DGKZ->DISRUPTS,1
SERPINB3->INDUCES,1
JOSD1->DISRUPTS,1
PRPF6->INDUCES,1
PYGO1->DISRUPTS,1
GLG1->INDUCES,1
RRM2->INDUCES,1
PTGES3->UNCLEAR,1
RPA2->DISRUPTS,1
USP22->INDUCES,1
RCOR1->INDUCES,1
MAP1LC3B2->INDUCES,1
GRIN1->INDUCES,1
ARHGEF6->INDUCES,1
AP1G1->DISRUPTS,1
PARP2->DISRUPTS,1
SYNCRIP->INDUCES,1
SYNCRIP->DISRUPTS,1
SLC27A1->INDUCES,1
MARS1->DISRUPTS,1
KARS1->DISRUPTS,1
FBXO11->DISRUPTS,1
EIF4E->INDUCES,1
CAMK1G->REGULATES,1
PFKFB2->INDUCES,1
GPRIN1->DISRUPTS,1
FBXO44->DISRUPTS,1
TRAF3IP2->INDUCES,1
ANXA2->DISRUPTS,1
USP13->DISRUPTS,1
SARAF->DISRUPTS,1
CDKN1B->DISRUPTS,1
MTUS2->DISRUPTS,1
HECTD1->DISRUPTS,1
JUNB->DISRUPTS,1
OMG->INDUCES,1
STX1A->DISRUPTS,1
ANXA6->INDUCES,1
ADAMTS5->INDUCES,1
SLC5A5->INDUCES,1
FBP1->INDUCES,1
CTSH->INDUCES,1
HSF2->INDUCES,1
CRYAA->DISRUPTS,1
HOXB6->INDUCES,1
BTRC->NOT_REPORTED,1
SOD1->DISRUPTS,1
CCS->DISRUPTS,1
NAE1->INDUCES,1
PLN->INDUCES,1
SPINK1->INDUCES,1
VARS1->DISRUPTS,1
FLNB->INDUCES,1
EEF1G->DISRUPTS,1
EEF1B2->DISRUPTS,1
EEF1A1->DISRUPTS,1
CARS1->DISRUPTS,1
CAPZB->INDUCES,1
ACTN4->INDUCES,1
USP51->INDUCES,1
TEAD3->INDUCES,1
UBE2L3->DISRUPTS,1
TEAD2->INDUCES,1
S100A4->DISRUPTS,1
POR->INDUCES,1
ERN1->DISRUPTS,1
SNAI2->INDUCES,1
KHK->REGULATES,1
TRIM23->DISRUPTS,1
WDR59->DISRUPTS,1
WDR24->DISRUPTS,1
RNF167->INDUCES,1
MIOS->DISRUPTS,1
TP53BP2->DISRUPTS,1
SRSF5->DISRUPTS,1
SPTAN1->INDUCES,1
NF2->DISRUPTS,1
MED28->DISRUPTS,1
LIN28B->DISRUPTS,1
HGS->DISRUPTS,1
AMOT->DISRUPTS,1
HCK->DISRUPTS,1
IGLL1->INDUCES,1
MAP2K2->INDUCES,1
KPNA7->DISRUPTS,1
PTPN14->DISRUPTS,1
PLSCR4->INDUCES,1
BUB1B->INDUCES,1
CDCA2->DISRUPTS,1
ARAF->DISRUPTS,1
RAP1GAP2->INDUCES,1
PCSK4->INDUCES,1
MYBL2->DISRUPTS,1
PTPRT->INDUCES,1
NLGN1->DISRUPTS,1
BAZ1B->REGULATES,1
ETV5->DISRUPTS,1
SFN->DISRUPTS,1
TM4SF5->INDUCES,1
PTPN21->REGULATES,1
FBXL7->DISRUPTS,1
FBXW11->DISRUPTS,1
EYA1->REGULATES,1
EYA3->REGULATES,1
PPM1G->REGULATES,1
SLC26A3->INDUCES,1
DVL2->DISRUPTS,1
SAMHD1->DISRUPTS,1
SPCS2->DISRUPTS,1
SPC24->DISRUPTS,1
TLCD3A->INDUCES,1
ESR2->DISRUPTS,1
DYNC1LI1->INDUCES,1
SYNPO->DISRUPTS,1
MOB3A->INDUCES,1
SDCBP2->INDUCES,1
RAB7A->DISRUPTS,1
RBM38->DISRUPTS,1
LTBP1->INDUCES,1
EHMT2->DISRUPTS,1
SMARCC1->DISRUPTS,1
SMARCB1->DISRUPTS,1
MED26->DISRUPTS,1
MED23->DISRUPTS,1
F2RL2->INDUCES,1
LOXL3->INDUCES,1
AJUBA->DISRUPTS,1
EPS8->DISRUPTS,1
PRKCA->DISRUPTS,1
EPS8->UNCLEAR,1
EPS8L1->UNCLEAR,1
EPS8L2->UNCLEAR,1
EPS8L3->UNCLEAR,1
NCK1->DISRUPTS,1
CARM1->DISRUPTS,1
ETV4->INDUCES,1
NCK2->DISRUPTS,1
RECK->INDUCES,1
SDC4->DISRUPTS,1
TAF1B->DISRUPTS,1
